Unnamed: 0,country,description,points,price,province,title,variety,winery,wineType
92886,Italy,"Intensely aromatic, this opens with tantalizing scents of citrus blossom, yellow peach and aromatic herb. The creamy, foaming palate offers apricot, candied tangerine zest, lemon drop and a note of crystallized ginger. Bright acidity and a hint of thyme lift the rich flavors.",92,16.0,Piedmont,Saracco 2015  Moscato d'Asti,Moscato,Saracco,white
13034,US,"Muscat Blanc is turning out to be one of Navarro's best wines. The '07, from a supercool vintage, is a little off the rich pace of the '06, but shows the same admirable qualities of dryness, racy acidity and complex flavor. It's like a taste of Meyer lemon zest and grilled peach flesh, with a sprinkle of white pepper and cinnamon.",92,19.0,California,Navarro 2007 Estate Muscat Blanc (Anderson Valley),Muscat Blanc,Navarro,white
38734,US,"A dry Muscat (or Moscato) is a rare find, and this is a beauty. Very floral and spicy in aroma, it has classic flavors like peaches and lychee. It is not sweet but buoyed by good acidity, great balance and a lingering, crisp and appley finish.",90,20.0,California,Navarro 2014 Estate Bottled Dry Muscat Blanc (Anderson Valley),Muscat Blanc,Navarro,white
58227,Hungary,"Citrus, flowers and melon on the nose are mirrored in the flavors of this elegant and lively dessert wine from Hungary. The character is fresh, fruity and powerful, but not overwhelming. A lovely balance of fruit and acid gives it sophistication and a food-friendly style. Very pretty and sure to please myriad palates.",90,18.0,Hungary,Vinum 2006 Mátra Muscat de Bianca Muscat Blanc (Hungary),Muscat Blanc,Vinum,white
92857,US,"What a mouthful of flavor! You don't know Muscat or Moscato until you've enjoyed this rare dry interpretation. It is aromatic and exotic, lively with fresh acidity yet full of ripe apple and peach flavors that linger on the finish. Great with salty appetizers like prosciutto or nuggets of Parmigiana.",90,20.0,California,Navarro 2012 Estate Bottled Dry Muscat Blanc (Anderson Valley),Muscat Blanc,Navarro,white
38239,US,"Buoyant aromas like apricot and white peach lead to rich, sweet, appealing flavors like pistachio and peach and a smooth, mouth-filling texture. It will make a great pre-dinner wine for people who don't drink dry, and also a good pairing with cheese.",89,18.0,California,Morse 2014 Hawk Creek Vineyard Muscat Blanc (El Dorado),Muscat Blanc,Morse,white
51868,Italy,"A medley of pretty aromas, including blue flower, perfumed berry, carob and Mediterranean herb all mingle in the glass. On the smooth, almost creamy palate, savory notes of clove, orange zest, white pepper and licorice add depth to the juicy blackberry core, while polished tannins provide the framework.",93,29.0,Sicily & Sardinia,Curto 2010 Fontanelle Nero d'Avola (Eloro),Nero d'Avola,Curto,red
26566,Italy,"Ripe dark-skinned berry, underbrush, new oak, vanilla leather, sage and cured meat aromas meld in the glass. The full-bodied palate offers dried black cherry, raisin, fig, licorice and exotic spice alongside velvety tannins.",92,28.0,Sicily & Sardinia,Valle dell'Acate 2008 Il Moro Limited Edition Nero d'Avola (Sicilia),Nero d'Avola,Valle dell'Acate,red
62435,Italy,"Made entirely from Nero d'Avola, this delicious wine opens with ripe black plum, carob and Mediterranean brush aromas. The smooth, chewy palate doles out layers of juicy blackberry, ripe Morello cherry, clove and white pepper flavors. A licorice note closes the finish while fine-grained tannins provide the framework. Enjoy through 2022.",92,29.0,Sicily & Sardinia,Curto 2012 Fontanelle Nero d'Avola (Eloro),Nero d'Avola,Curto,red
20691,Italy,"Earthy aromas of leather, truffle, game and ripe black-skinned fruit lead the way on the nose of this smooth, savory red. The structured palate offers juicy black cherry, blackberry, cinnamon and ground white pepper alongside soft, silky tannins. A smoky note bolsters the finish. Drink through 2019.",92,25.0,Sicily & Sardinia,Zisola 2013 Nero d'Avola (Sicilia),Nero d'Avola,Zisola,red
70889,Italy,Zisola is a Nero d'Avola that is aged 10 months in oak for soft sophistication and creamy aromas of red fruit and spice. The wine is evolved and layered and shows great depth and personality.,90,23.0,Sicily & Sardinia,Zisola 2006 Nero d'Avola (Sicilia),Nero d'Avola,Zisola,red
123776,US,"Don't let the cartoony label fool you, this is fantastic wine. The color is almost black to the rim, the aromas are meaty and peppery, and the flavors are very concentrated. The texture is thick and yet creamy with layered, smooth and bold tannins. For all its density and depth, however, this is not an overpowering monster. The blackberry and black pepper notes are rich and appealing and everything seems in balance for something this robust and full bodied. Drink now through 2027. It's blended with 15% Petit Verdot.",94,18.0,California,Michael David 2012 Petite Petit Petite Sirah (Lodi),Petite Sirah,Michael David,red
107459,US,"Naggiar makes at least 15 wines from its estate vineyard, and really hit a home run with this classic that should have a long life ahead of it. The color is dark and intense right to the rim, while aromas blend a subtle spiciness with bold and complex fruit notes. Flavors convey concentrated dark chocolate, black cherry and espresso. It's enjoyable now with big proteins, but will be best after 2020.",94,29.0,California,Naggiar 2014 Estate Petite Sirah (Sierra Foothills),Petite Sirah,Naggiar,red
129240,US,"This engaging, multilayered, flavorful and nuanced wine has subtle aromas like black pepper and grilled meat. Flavors suggest ripe Bing cherries and blackberries, while the seductive mouthfeel is rich and velvety. Aged 20 months in American oak barrels, the wine has great structure and will improve through at least 2020.",93,29.0,California,Ruby Hill Winery 2012 Reserve Petite Sirah (Livermore Valley),Petite Sirah,Ruby Hill Winery,red
47521,US,"A great Petite Sirah, one that continues an amazing string of successes for the winery. Combines the variety's robust and full-bodied berry, cherry, mocha and pepper flavors and bigtime tannins with classic Napa elegance and balance. Drinks beautifully now and will develop throughout the decade. The wine is based on fruit from a century-old vineyard.",93,28.0,California,Girard 2008 Petite Sirah (Napa Valley),Petite Sirah,Girard,red
77265,US,"This big, brawny, boisterous wine is firing on all eight cylinders as it generates powerful and concentrated fruit flavors. Rich, warm tannins partner with a thick, velvety texture and lingering finish. It has that exuberant fruitiness of some Zins but with more blueberry and dark chocolate, plus considerable heft and depth. Best through 2023.",93,24.0,California,Sobon Estate 2014 Rezerve Petite Sirah (Amador County),Petite Sirah,Sobon Estate,red
73476,France,"An incredibly creamy notion of ripe pear rises from the glass. There are also hints of sultana. The aromatic effect is one of huge generosity. The palate, on the other hand, is taut and medium dry, corralling its richness with pleasantly bitter texture and pervading freshness. There is utter concentration, immense verve and freshness. A delicious and moreish contrast between utter precision and the abandon of generosity. The finish is long, dry and fresh.",94,24.0,Alsace,Charles Sparr 2013 Brand Grand Cru Pinot Gris (Alsace),Pinot Gris,Charles Sparr,white
76217,France,"The nose is fresh but shows complete restraint. The palate gently draws pure Comice pear fruit, its ripeness tempered with ample clean freshness. A streamlined precise slenderness characterizes this bone-dry, restrained and therefore utterly elegant Pinot Gris. It's a class act to drink from now through 2030.",94,28.0,Alsace,Trimbach 2015 Réserve Pinot Gris (Alsace),Pinot Gris,Trimbach,white
46170,France,"Superripe mirabelles and the juiciest pears appear on the nose and fill the mind with heady perfume. The palate confirms this notion of sweetness with ample residual sugar. However, this is met with precise acidity to create unusual thrill. This just sits on a knife's edge between juicy ripe pear and mouth-watering grapefruit zest—a wonderful interplay of notions that makes this incredibly enticing. This is starting to develop and has way to go with its playful, medium-dry finish. Drink 2017–2030.",94,26.0,Alsace,Domaine Michel Fonne 2012 Marckrain Grand Cru Pinot Gris (Alsace),Pinot Gris,Domaine Michel Fonne,white
32247,France,"Yeasty funk still obscures the aromas on the nose. The palate, however, speaks of fluid freshness, of richness and power channelled into precision and softness. The palate is bone dry and we can thus witness the brightness of the fresh acidity counteract masterfully with the richness of a balm-like textured body, leaving a streamlined and elegant Pinot Gris. The length just gets you.",94,28.0,Alsace,Domaine Barmès-Buecher 2014 Rosenberg Pinot Gris (Alsace),Pinot Gris,Domaine Barmès-Buecher,white
19326,US,"This is a powerful wine, with intense scents of pineapple leading a lively interplay of citrus, stone, Asian pear and spices. Thrilling texture, balance and length make this a standout, even in this outstanding vintage for all Pinot Gris.",93,19.0,Oregon,Sokol Blosser 2012 Pinot Gris (Willamette Valley),Pinot Gris,Sokol Blosser,white
106836,US,"For the winery's lower-priced offering, this is a stunner. Baked black cherry, vanilla, raspberry, rose petals and a touch of licorice light up the nose. The lightly poised but intensely focused sip reveals a wild combo of fruit and spice, with sage, bay leaf, thyme and fennel laced through black cherry. It's like walking through the Central Coast scrubland.",94,27.0,California,Center of Effort 2014 Effort Pinot Noir (Edna Valley),Pinot Noir,Center of Effort,red
77387,US,"A whopping deal at under $30, this shows seductive and intriguing aromas of cherry tomato, chopped oregano, thyme, tomato lead, incense, rose petals and hibiscus. There's iron and cherry pit at the tip of the sip, which settles into mace, allspice and cinnamon, ever-evolving throughout the plum fruit flavors in the glass.",94,28.0,California,Mignanelli 2013 Highlands Ranch Pinot Noir (Santa Lucia Highlands),Pinot Noir,Mignanelli,red
22514,Germany,"Exotic spice and cedar notes mingle amidst plump red cherries and raspberries on the nose of this perfumed Pinot Noir. Firm tannins form a taut foundation to crisp, tart raspberry and currant flavors and savory nuances of dried herb and crushed granite. It's a remarkably elegant, squarely structured wine that should meld beautifully over the next decade.",94,25.0,Baden,Salwey 2012 Estate Dry Pinot Noir (Baden),Pinot Noir,Salwey,red
66931,US,"It's hard not to jump up and down about the outstanding value represented here, a wine made from Dutton Ranch fruit that's juicy and generous in baked strawberry, earth and rose petals. A grippy structure provides weight around nuanced, spicy cherry-pie flavor and plenty of body to satisfy.",94,25.0,California,Jax 2014 Y3 Pinot Noir (Russian River Valley),Pinot Noir,Jax,red
120607,US,"The first of Gloria's 2007 Pinots to be released, and a promising allure to their future block bottlings. The wine is, in a word, superb. It has ripe raspberry, cherry and blackberry fruit, but also a wonderful earthiness of mushrooms, and the tannin-acid balance is near perfect. A gorgeous young wine to decant and enjoy now.",94,22.0,California,Gloria Ferrer 2007 Pinot Noir (Carneros),Pinot Noir,Gloria Ferrer,red
96857,South Africa,"Aromas of dark forest berry, smoke, cigar-box spice and tobacco leaf immediately waft from the glass of this forward and robust Pinotage. The wine's boldness continues to shine on the full palate, loaded with gripping tannins and layers of blackberry, boysenberry, roasted cocoa nib, pepper and toasted oak flavors. Drinkable now, but should benefit from some time in the cellar; try after 2015.",91,19.0,Swartland,Painted Wolf 2010 Guillermo Pinotage (Swartland),Pinotage,Painted Wolf,red
43978,South Africa,"A beautiful Pinotage with superb expression and balance. Intriguing aromas of spicy cured meat, pepper, raw vanilla bean and mulled boysenberry abound, while the lush mouth offers concentrated dark fruit flavors of plum preserves and berry pie filling. Enjoyable now thanks to a creamy texture and silk tannins, though this wine also shows the potential to cellar for another 3–5 years.",91,25.0,Wellington,Diemersfontein 2006 Reserve Pinotage (Wellington),Pinotage,Diemersfontein,red
84044,South Africa,"The label reads “The Original coffee/chocolate Pinotage” and boy are they right! This is pure decadent bliss with intense aromas of crème de cacao, raspberry chocolate sauce and coffee granules along with hints of hickory bacon and tobacco. The mouth is huge, ripe and full, with a balanced structure and gorgeous flavors of juicy mashed black raspberries, plum flesh, sweet smoked meat and mocha that leads strongly throughout the lengthy finish. With 500 cases imported, this is a Pinotage worth searching out and trying.",91,20.0,Wellington,Diemersfontein 2008 Pinotage (Wellington),Pinotage,Diemersfontein,red
37463,South Africa,"Fresh aromas of strawberry and lemon are followed in flavor on the palate of this poised and balanced rosé. A touch of oak adds spice and dimension. Overall, it's delicate and delicious with good acidity. A very pretty wine at a good price.",90,16.0,Simonsberg-Stellenbosch,Delheim 2007 Rosé Pinotage (Simonsberg-Stellenbosch),Pinotage,Delheim,red
30193,South Africa,"Brambly berries, plum and sweet-spice aromas lead on the bouquet of this wine, with secondary hints of tree bark and licorice root. The palate turns to dark fruit notes of black cherry and boysenberry, accented by glimmers of sweet smoke and cocoa. Creamy and lush in the mouth with a texture like crushed velvet and an enduring finish. Drink now–2015.",90,19.0,Robertson,Robertson Winery 2010 Phanto Ridge Pinotage (Robertson),Pinotage,Robertson Winery,red
54311,Austria,"This wines arrives on tiptoe, citrus-scented and fresh, but once it expands on your palate it soon fills the mouth with all manner of stone fruits. As befits this vintage, everything is tempered with grapefruit zestiness but both mirabelle and apricot richness not only lend flavor but also a beautiful texture that insinuates quince and blood orange zest. What a triumph, what a marvel. Irresistible now but with incredible concentration this is built to last. Drink now till 2020 at least.",96,28.0,Kamptal,Eichinger 2014 Gaisberg Reserve Riesling (Kamptal),Riesling,Eichinger,white
9901,France,"A touch of lemon balm adds a breezy freshness to the nose, while a pure, bright and precise notion of ripe lemon pervades and takes over the entire palate. On its fringes, delicious hints of chamomile and chervil appear alongside ripe red apple. This is a tantalizing charmer in spite of its absolute dryness and vivid acidity. Drink 2017–2037.",96,29.0,Alsace,Domaines Schlumberger 2014 Saering Grand Cru Riesling (Alsace),Riesling,Domaines Schlumberger,white
5011,US,"Truly stunning, the Lewis Estate Riesling from Dunham explodes with fragrant fruits—citrus, melon and tropical. A symphony of subtle accents, such as powdered sugar, candied citrus peel and breakfast tea, this gorgeous bottle belongs with the short list of the very best of Washington's many Rieslings.",95,20.0,Washington,Dunham 2010 Lewis Estate Vineyard Riesling (Columbia Valley (WA)),Riesling,Dunham,white
48376,US,"This sweet, luscious, dessert-style wine keeps enough acidity to contrast and compensate for the sugar. There's nothing flabby here, but how sweet it is! Caramel apples, molasses, maple syrup and honey coalesce around concentrated fruits, ranging from citrus through tropical. Orange and peach, pineapple and papaya are all to be found. A half bottle is rich enough to satisfy four tasters.",95,24.0,Oregon,Sineann 2013 Riesling (Oregon),Riesling,Sineann,white
76570,US,"Spectacular is the word that comes to mind here. Tasted over many hours, this stunning effort proved itself over and over. A mix of citrus oils, tree fruits, a hint of honey, tea, lemon verbena and more, it delivers astonishing complexity and flavor for such a young wine. It should continue to evolve and improve from 2024–2034.",95,20.0,Washington,Januik 2012 Bacchus Vineyard Riesling (Columbia Valley (WA)),Riesling,Januik,white
95459,Italy,"Made from Sangiovese grown in high-altitude vineyards, this earthy wine features aromas of perfumed berry, leather, cake spice, blue flower and herb. The palate delivers juicy sour cherry, wild strawberry, white pepper, game, mint and orange peel alongside firm, fine-grained tannins and fresh acidity. A licorice note closes the lingering finish. It's still youthfully austere and needs time. Drink 2018–2030.",94,28.0,Tuscany,Castelli del Grevepesa 2010 Lamole Gran Selezione  (Chianti Classico),Sangiovese,Castelli del Grevepesa,red
81287,Italy,"From Frescobaldi's gorgeous Nipozzano estate, this Riserva Sangiovese (with small percentages of Malvasia Nera, Cabernet and Merlot for extra density and intensity) opens with impressive generosity and personality. It offers lingering flavors of cherry, chocolate and dark spice.",93,22.0,Tuscany,Marchesi de' Frescobaldi 2007 Nipozzano Riserva  (Chianti Rufina),Sangiovese,Marchesi de' Frescobaldi,red
3835,Italy,"Here's a classically crafted selection, with a lovely floral and earthy fragrance. The palate shows dark-plum and black-cherry flavors laced with white pepper, mint and balsamic accents. While it has tame acidity, it's still tightly wound and needs just a few years to soften and develop additional complexity; drink after 2015. Vi Wines, J & J Importers.",93,22.0,Tuscany,Antico Colle 2010  Vino Nobile di Montepulciano,Sangiovese,Antico Colle,red
100549,US,"The Sangiovese comes from Red Willow Vineyard, and it would be hard to find a more lovely, elegant rosé from this side of the Atlantic. Light strawberry and melon aromas continue onto the palate, with pinpoint detail and precision.",92,18.0,Washington,Lauren Ashton Cellars 2011 Rosé of Sangiovese (Columbia Valley (WA)),Sangiovese,Lauren Ashton Cellars,red
90178,Italy,"This is a beautiful wine from a great vintage. It has a rich fragrance of underbrush, mushroom and truffle, with ripe black-cherry, mint and rosemary accents. It's still young with exuberant but supple tannins and racy acidity. Drink 2016–2025.",92,25.0,Tuscany,Villa Cafaggio 2010  Chianti Classico,Sangiovese,Villa Cafaggio,red
59303,US,"This is as good as Sauvignon Blanc gets in Washington—a dense, pungent, intensely aromatic and gloriously flavorful wine sourced entirely from the Klipsun Vineyard. Inaugural scents suggest wet hay, new-mown grass, fig and citrus. Following are flavors of pineapple, more citrus, beeswax and a suggestion of bee pollen. This is one of those bottles that empties much faster than you'd like.",94,20.0,Washington,Guardian 2012 Angel Sauvignon Blanc (Red Mountain),Sauvignon Blanc,Guardian,white
89867,France,"Old vines planted in the 1950s by a neighbor named Ovide form this complex wine. Aged for eight months on lees, it is a concentrated wine, tight with acidity and with nutty flavors that add complexity and give the wine depth. This beautiful wine needs to age. Drink from 2018.",93,25.0,Loire Valley,Pierre Morin 2014 Ovide  (Sancerre),Sauvignon Blanc,Pierre Morin,white
45452,US,"This wine is full of lovely aromas and flavors, but something unique about its grippy texture makes it soar. It begins with fresh, mineral-laced scents of Asian pear, yellow-grapefruit pith, crisp yellow apple and chalk. Then comes a palate full of yellow apple skins, lemon wedge and the slightest hint of grass, all served atop energetic, mouthwatering acidity.",93,19.0,California,Gainey 2014 Limited Selection Sauvignon Blanc (Santa Ynez Valley),Sauvignon Blanc,Gainey,white
26665,US,"Jewell threads the needle where so many others fail with this dry, elegant Sauvignon Blanc. Does exactly what it should, providing a mouthwateringly crisp white wine that scours and cleanses the palate. The flavors are of limes, lemons, grapefruits, wildflowers and stony, tangy minerals. Really a brilliant wine, among the best of its class.",93,24.0,California,Joseph Jewell 2008 Redwood Ranch Sauvignon Blanc (Alexander Valley),Sauvignon Blanc,Joseph Jewell,white
26675,US,"A beautiful, fancy Sauvignon Blanc, crisp and dry and complex. If you're looking for a California white to drink with a perfect roast chicken, it's a fine choice. Shows ripe, lush citrus, tropical fruit, peach, mineral and white flower flavors, finished with dusty cinnamon spices.",93,28.0,California,Conspire 2009 Sauvignon Blanc (Rutherford),Sauvignon Blanc,Conspire,white
101580,US,"Superb fruit highlights this tight, sculpted Syrah. It's extremely dense, with deep and intense raspberry and cassis fruit flavor, augmented with coffee grounds, smoke and iron filings. Complex, detailed, balanced and deep—what more can a wine give you? This is drinking very young and surely needs to be decanted. But already displaying amazing power.",96,20.0,Washington,Rulo 2007 Syrah (Columbia Valley (WA)),Syrah,Rulo,red
52635,US,"Dark and racy, with a Northern Rhône-style aroma of black pepper, cedar and black currants, but there's nothing Rhône-like about the flavor. It's distinctly California, with soft, sweetly ripe tannins bursting with blackberry jam, black currants, anise, vanilla and sweet oak flavors. The wine is fully dry. Absolutely first-rate Syrah.",95,27.0,California,Novy 2005 Syrah (Santa Lucia Highlands),Syrah,Novy,red
98441,US,"Here's a great Syrah from a vineyard not specifically known for this grape. It immediately impacts the palate with concentrated flavors of raspberry and cassis swathed in coffee liqueur, dark chocolate and a hint of red licorice. This has great concentration and length; drink it over the next 6–8 years.",94,28.0,Washington,Tamarack Cellars 2009 Ciel du Cheval Vineyard Syrah (Red Mountain),Syrah,Tamarack Cellars,red
68146,US,"This is likely the last vintage from this vineyard, which the family winery seemingly mastered in this bottling. There's an underlying umami-driven smoked meat backbone to the nose that also shows bold cherry blossom, olallieberry, pepper, dried herbs and blackberry-soy sauce. The palate is complex yet doesn't overpower, with bits of purple flowers, blueberry, black pepper and menthol.",94,28.0,California,Melville 2013 Verna's Syrah (Santa Barbara County),Syrah,Melville,red
52646,US,"Beautiful, irresistable Syrah, lush and sweet in fruit and oak. Soft and velvety, it offers layers of puréed raspberries, cherries, blackberries, blueberries and chocolate, with a rich edge of toasted marshmallow, gingerbread and butterscotch. Yet it's dry, with modest alcohol.",94,27.0,California,Novy 2005 Syrah (Russian River Valley),Syrah,Novy,red
23588,US,"The second edition of Chateau Rollat's Ardenvoir Sémillon includes eight percent Sauvignon Blanc in the blend, a nice addition that tightens up the mouthfeel. Barrel fermented, it's bursting with rich tropical fruit flavors, Meyer lemon, sweet toasted cracker and caramel, an exceptionally concentrated and full-bodied wine.",93,22.0,Washington,Ardenvoir 2008 Artist Series Sémillon (Columbia Valley (WA)),Sémillon,Ardenvoir,white
58242,US,"Silky and luscious, this extraordinary Sémillon from the makers of the Chateau Rollat red wines sends up cascading scents of orange blossom, orange peel, citrus and light tropical, moving into the mouth with beautifully integrated fruits dappled with honey and tea. Elegant and impressively long, it concludes with a light kiss of toast.",92,22.0,Washington,Ardenvoir 2007 Sémillon (Columbia Valley (WA)),Sémillon,Ardenvoir,white
57829,US,"This barrel-fermented Sémillon deftly mixes smoky toast with rich and deep fruit flavors of melon and grapefruit. Exceptionally concentrated and full-bodied, it carries forward into this new vintage the well-established style of Ardenvoir's unique take on Washington Sémillon.",92,22.0,Washington,Ardenvoir 2009 Sémillon (Columbia Valley (WA)),Sémillon,Ardenvoir,white
126310,Australia,"Scents of wet stone, paraffin and citrus ease into flavors of lemon, melon and tea on the palate. This is light in body and silky in feel, with a long, harmonious finish. Drink it now or age it up to 10 years, maybe even longer.",92,24.0,New South Wales,Silkman 2015 Semillon (Hunter Valley),Sémillon,Silkman,white
105193,US,"This is just about perfect Sémillon— the gorgeous fruit has more flesh and breadth with flavors suggesting ripe fig, melon and citrus. The use of oak is judicious and thoughtful; it adds grace notes without dominating. You can't help but wonder why this grape remains such a novelty (except, ironically, at Novelty Hill!). It's seductive, delicious and unique.",92,16.0,Washington,Novelty Hill 2005 Stillwater Creek Vineyard Sémillon (Columbia Valley (WA)),Sémillon,Novelty Hill,white
51966,US,"The winery holds back its wines to good effect. There's no sign of fatigue here, just well-integrated complex meaty flavors. It's dusky and dark, with aromas of smoke, tobacco and espresso. Flavors include all of the above around black fruits and slightly gritty tannins. It's dense and delicious and ready to drink.",93,28.0,Oregon,Dominio IV 2012 Three Sleeps Vineyard Sketches of Spain Tempranillo (Columbia Gorge (OR)),Tempranillo,Dominio IV,red
113880,Spain,"Crisp, toasty oak and spice aromas are currently outranking this wine's berry-fruit components...but only for now. In five or more years, this will be less oaky and more complex. At this point in time, look for a sinewy, tight, almost jagged palate with toasty, robust flavors of plum and berry, dry spices and mixed herbs along with firm tannins. A long, balanced finish bodes well for the future. Drink through 2030.",93,27.0,Northern Spain,Sierra Cantabria 2010 Reserva  (Rioja),Tempranillo,Sierra Cantabria,red
88439,US,"This is the winery's first commercial release of this varietal, all aged in neutral French oak. It offers nuanced aromas of spice, tobacco, vanilla and savory notes that are followed by plentiful, palate-coating red and blue-fruit flavors that extend out through a long, fruit and spice-filled finish. Firm tannins provide the structure. It needs time still but possesses a delicious factor that is impossible to ignore.",93,28.0,Washington,Waters 2012 Stone Tree Tempranillo (Wahluke Slope),Tempranillo,Waters,red
37020,US,"Bokisch has made a Tempranillo that's relatively light in body, bursting with an earthy tobacco tone, with a backbone of leather. The palate feels velvety, with soft but structured tannins, bearing black cherry and dark chocolate flavors. This has to be one of California's best Tempranillos.",93,21.0,California,Bokisch 2010 Tempranillo (Lodi),Tempranillo,Bokisch,red
108701,Spain,"Direct and woody on the nose, with aromas of graphite and vanilla, this opens in fine form. A tight, pure palate deftly blends weight, fine acidity and chewy tannins, while the flavor profile is earthy and blackened by charred oak, with blackberry fruit and savory, peppery spice notes. This is meaty, savory and beefy on the finish. Drink through 2021.",92,27.0,Northern Spain,Lecco 2011 Crianza  (Ribera del Duero),Tempranillo,Lecco,red
100677,US,"While crisp and bracing due to tart apricot and green apple flavors, this wine deepens on the palate as compelling white raspberry, white peach and subtle floral, spicy notes unfold. Markus Niggli added 5% North Carolina-grown Traminette, making it an interesting and seriously delicious bottle to enjoy over a seafood lunch or as an apéritif.",92,22.0,California,Markus Wine Co 2016 Insieme Torrontés (Lodi),Torrontés,Markus Wine Co,white
90511,Argentina,"A really good and clean white wine with all the tropicality and zest that this Argentine variety can give. The nose is crystalline and pure, with white flower scents of jasmine and citrus blossom, while the palate is round, melony and full of lychee and papaya. Smooth on the finish. Drink soon.",90,12.0,Other,Don Manuel Villafañe 2010 Torrontés (La Rioja),Torrontés,Don Manuel Villafañe,white
78500,Argentina,"Colomé regularly makes one of Argentina's best Torrontés. This vintage is fresh on the nose, with tropical leanings and lychee aromas. The palate offers pointed acidity and lively flavors of passion fruit, lychee and citrus. This finishes crisp and juicy, but not sizzling or sharp.",89,15.0,Other,Colomé 2012 Torrontés (Calchaquí Valley),Torrontés,Colomé,white
116741,Argentina,"Tropical fruit aromas come with notes of bath soap and white-flower blossom. This is easygoing and healthy on the palate, with just enough snappy acidity. Flavors of lime and green banana run long on the finish, which shows a touch of the variety's patented oily bitterness. Drink immediately.",89,19.0,Other,Alta Vista 2015 Estate Torrontés (Salta),Torrontés,Alta Vista,white
84573,Argentina,"Aromas of wild flowers, honey, lychee and oily citrus fruits announce a minerally palate with steely yet tropical flavors of citrus and lychee. This is better cut than most, with racy acidity that keeps things running on the finish. Drink now.",89,17.0,Other,El Esteco 2014 Don David Reserve Torrontés (Calchaquí Valley),Torrontés,El Esteco,white
6355,Italy,"Creamy and delicious, this beautiful white offers aromas and flavors of juicy pear, ripe green apple, white almond, sea salt, wild herb and ginger. Fresh acidity brightens the creamy flavors.",93,23.0,Sicily & Sardinia,Vigne Surrau 2014 Sciala Superiore  (Vermentino di Gallura),Vermentino,Vigne Surrau,white
52776,US,"Uvaggio is making a serious case for Lodi Vermentino. This bottling is compelling: savory with herb and green olive notes, and yet freshly fruity and delicate, well integrated and plenty acidic to stand up to a wide range of food, even given its modest 11% alcohol level. A stunner that'll keep you thinking, and asking for more.",93,14.0,California,Uvaggio 2009 Vermentino (Lodi),Vermentino,Uvaggio,white
82258,US,Full body and powerfully fruity flavors make this sweet wine seem extra bold. It smells like toasted almonds and dried meat and tastes like poached peaches. A smooth but lively texture keeps the flavors zinging on the finish.,92,20.0,California,Uvaggio NV Passito Vermentino (Lodi),Vermentino,Uvaggio,white
38694,Italy,"This 100% Vermentino opens with heady scents of Spanish broom, white wild flower, lemon blossom and citrus. The vibrant, savory palate boasts a pristine fruit purity, doling out juicy nectarine, ripe pear, lemon zest and mineral alongside refreshing acidity.",92,20.0,Sicily & Sardinia,Argiolas 2014 Merì  (Vermentino di Sardegna),Vermentino,Argiolas,white
49482,Italy,"Aromas of apple, exotic fruit and Mediterranean scrub lead the nose while the fresh, savory palate shows juicy white peach, mint and citrus zest. It has lovely balance, structure and finesse.",92,17.0,Sicily & Sardinia,Vigne Surrau 2015 Branu  (Vermentino di Gallura),Vermentino,Vigne Surrau,white
6267,US,"This tastes like a more concentrated and sweeter version of Stottle's dry Viognier from the same vintage and vineyard. Deeply concentrated, complex and creamy, it's loaded with citrus and stone fruits, honey and butterscotch, yet remains lifted by defining acidity.",94,18.0,Washington,Stottle 2011 Lucille Late Harvest Viognier (Yakima Valley),Viognier,Stottle,white
54769,US,"A rich and flamboyant Viognier. One might even call it majestic. Somehow it combines fabulously ripe, opulent fruit, honey and spice flavors with a savory minerality, leading to a dry finish. A real achievement in California Viognier.",93,29.0,California,Blair Fox 2010 Paradise Road Vineyard Viognier (Santa Barbara County),Viognier,Blair Fox,white
51653,US,"Sharp and focused, with fine-tuned varietal expression, this is flat out loaded with rich fruit flavors. Orange, lime, pineapple and pear can be found, all beautifully polished. It's ripe and precise without being bitter or hot, and a fine value as well.",93,23.0,Oregon,Quady North 2015 Steelhead Run Vineyard Viognier (Applegate Valley),Viognier,Quady North,white
71731,US,"This southern Rhône-style blend includes 10% each Marsanne and Roussanne. It's flat out lovely and silky smooth, with scents and flavors of honey-laced flowers. Lemon, lime and grapefruit dominate the palate, with superb balance and persistence. Certainly one of the best Washington State Viogniers I have ever tasted.",93,19.0,Washington,AntoLin Cellars 2010 Viognier (Yakima Valley),Viognier,AntoLin Cellars,white
43193,US,"This is a very sweet, unctuous dessert wine, with the flavor and texture of honey. Made from Viognier, it has decadent apricot, peach, tangerine and crème brûlée notes that combine in a dense, delicious mélange.",93,14.0,California,Novy 2006 Oley Dessert Wine Viognier (Russian River Valley),Viognier,Novy,white
6346,US,"Quite light in color, especially for the alcohol level, this wine offers dried red cherries, hibiscus, rose petals, pencil shavings and a touch of hot asphalt on the spicy and fun nose. Lots of lively red fruit energy comes forth once sipped, with nutmeg, clove spice, ginger snaps and molasses flavors rounding out a memorable pour.",93,21.0,California,Felten Cellars 2013 Zinfandel (Paso Robles),Zinfandel,Felten Cellars,red
124892,US,"This is a 100% varietal, dry-farmed and old-vine wine, peppered in cedar, raspberry and vanilla. It's soft and subtle on the palate, with pretty aromatics and a rich backbeat of juicy fruit. Balanced and with an underlying elegance, it delivers in every way.",93,25.0,California,Vite Vecchio 2013 Centanni Vineyard Zinfandel (Dry Creek Valley),Zinfandel,Vite Vecchio,red
